-75.8912824250 0.0593865211 0.7348865509 0.4727916025
-75.8913182094 0.0593864057 0.7348874410 0.4727639640
-75.8914263794 0.0593860570 0.7348901356 0.4726740383
-75.8915905218 0.0593855279 0.7348941529 0.4722939384
-75.8918832097 0.0593845840 0.7349016229 0.4721674326
-75.8922890388 0.0593832750 0.7349120939 0.4720557599
-75.8928144057 0.0593815803 0.7349257540 0.4719593919
-75.8934648540 0.0593794820 0.7349427669 0.4718785504
-75.8942450215 0.0593769651 0.7349632696 0.4718127644
-75.8951587083 0.0593740175 0.7349873751 0.4717613267
-75.8962089339 0.0593706293 0.7350151738 0.4717234900
-75.8973979781 0.0593667933 0.7350467345 0.4716984681
-75.8987274313 0.0593625045 0.7350821065 0.4716855274
-75.9001982372 0.0593577598 0.7351213202 0.4716840082
-75.9018107270 0.0593525584 0.7351643885 0.4716933167
-75.9035646512 0.0593469010 0.7352113076 0.4717129201
-75.9054592080 0.0593407904 0.7352620582 0.4717423425
-75.9074930683 0.0593342310 0.7353166056 0.4717811577
-75.9096643983 0.0593272288 0.7353749008 0.4718289879
-75.9119708797 0.0593197916 0.7354368812 0.4718855006
-75.9144097271 0.0593119283 0.7355024708 0.4719504052
-75.9169777035 0.0593036495 0.7355715808 0.4720234507
-75.9196711338 0.0592949674 0.7356441099 0.4721044264
-75.9224859157 0.0592858952 0.7357199450 0.4721931587
-75.9254175287 0.0592764477 0.7357989610 0.4722895105
-75.9284610419 0.0592666410 0.7358810212 0.4723933827
-75.9316111186 0.0592564924 0.7359659775 0.4725047128
-75.9348620196 0.0592460205 0.7360536705 0.4726234743
-75.9382076048 0.0592352454 0.7361439294 0.4727496793
-75.9416413317 0.0592241881 0.7362365721 0.4728833779
-75.9451562528 0.0592128713 0.7363314051 0.4730246567
-75.9487450100 0.0592013188 0.7364282232 0.4731736408
-75.9523998278 0.0591895557 0.7365268094 0.4733304914
-75.9561125032 0.0591776085 0.7366269346 0.4734954004
-75.9598743943 0.0591655052 0.7367283574 0.4736685864
-75.9636764065 0.0591532751 0.7368308232 0.4738502816
-75.9675089774 0.0591409491 0.7369340641 0.4740407112
-75.9713620607 0.0591285596 0.7370377987 0.4742400619
-75.9752251106 0.0591161404 0.7371417309 0.4744484303
-75.9790870674 0.0591037272 0.7372455500 0.4746657371
-75.9829363494 0.0590913573 0.7373489302 0.4748915965
-75.9867608535 0.0590790694 0.7374515306 0.4751251058
-75.9905479733 0.0590669042 0.7375529959 0.4753645091
-75.9942846450 0.0590549035 0.7376529572 0.4756066636
-75.9979574351 0.0590431103 0.7377510352 0.4758461789
-76.0015526707 0.0590315686 0.7378468433 0.4760739993
-76.0050564936 0.0590203227 0.7379399905 0.4762749353
-76.0084539398 0.0590094205 0.7380300577 0.4764224118
-76.0117212129 0.0589989383 0.7381163955 0.4764594286
-76.0147648989 0.0589891755 0.7381964835 0.4760786770
-76.0172664615 0.0589811529 0.7382621566 0.4755061287
-76.0172203607 0.0589813005 0.7382610388 0.4755046541
-76.0173747090 0.0589808057 0.7382650318 0.4755137583
-76.0175194509 0.0589803418 0.7382686727 0.4755169801
-76.0176180117 0.0589800263 0.7382710095 0.4755085239
-76.0176646667 0.0589798773 0.7382718948 0.4754874487
-76.0176598392 0.0589798936 0.7382713438 0.4754559467
-76.0176055495 0.0589800686 0.7382694155 0.4754174635
-76.0175043571 0.0589803942 0.7382661835 0.4753753386
-76.0173589815 0.0589808617 0.7382617258 0.4753321462
-76.0171721241 0.0589814622 0.7382561197 0.4752895829
-76.0169463851 0.0589821876 0.7382494395 0.4752486413
-76.0166842289 0.0589830298 0.7382417552 0.4752098407
-76.0163879707 0.0589839815 0.7382331323 0.4751734069
-76.0160597749 0.0589850358 0.7382236317 0.4751393808
-76.0157016583 0.0589861860 0.7382133100 0.4751076830
-76.0153154977 0.0589874263 0.7382022196 0.4750781517
-76.0149030423 0.0589887510 0.7381904089 0.4750505702
-76.0144659268 0.0589901549 0.7381779230 0.4750246836
-76.0140056872 0.0589916330 0.7381648039 0.4750002115
-76.0135237775 0.0589931807 0.7381510913 0.4749768554
-76.0130215867 0.0589947936 0.7381368228 0.4749543033
-76.0125004570 0.0589964673 0.7381220345 0.4749322338
-76.0119617021 0.0589981975 0.7381067618 0.4749103156
-76.0114066257 0.0589999803 0.7380910394 0.4748882094
-76.0108365416 0.0590018112 0.7380749026 0.4748655674
-76.0102527921 0.0590036861 0.7380583872 0.4748420309
-76.0096567693 0.0590056005 0.7380415306 0.4748172315
-76.0090499353 0.0590075496 0.7380243720 0.4747907875
-76.0084338437 0.0590095285 0.7380069533 0.4747623027
-76.0078101617 0.0590115318 0.7379893198 0.4747313655
-76.0071806933 0.0590135538 0.7379715206 0.4746975454
-76.0065474032 0.0590155882 0.7379536096 0.4746603920
-76.0059124418 0.0590176279 0.7379356459 0.4746194343
-76.0052781714 0.0590196656 0.7379176950 0.4745741780
-76.0046471936 0.0590216927 0.7378998292 0.4745241069
-76.0040223785 0.0590237001 0.7378821290 0.4744686855
-76.0034068942 0.0590256776 0.7378646831 0.4744073633
-76.0028042381 0.0590276139 0.7378475904 0.4743395887
-76.0022182698 0.0590294968 0.7378309600 0.4742648322
-76.0016532427 0.0590313123 0.7378149130 0.4741826289
-76.0011138372 0.0590330457 0.7377995827 0.4740926587
-76.0006051892 0.0590346802 0.7377851160 0.4739948868
-76.0001329142 0.0590361979 0.7377716740 0.4738898106
-75.9997031175 0.0590375792 0.7377594322 0.4737788883
-75.9993223729 0.0590388028 0.7377485800 0.4736652068
-75.9989976284 0.0590398465 0.7377393182 0.4735543302
-75.9987359275 0.0590406876 0.7377318503 0.4734546696
-75.9985437997 0.0590413051 0.7377263655 0.4733760079
-75.9984264014 0.0590416825 0.7377230132 0.4733261917
-75.9983868933 0.0590418094 0.7377218849 0.4733092280
-76.0172203607 0.0589813005 0.7382610388 0.4755046541
-76.0173747090 0.0589808057 0.7382650318 0.4755137583
-76.0175194509 0.0589803418 0.7382686727 0.4755169801
-76.0176180117 0.0589800263 0.7382710095 0.4755085239
-76.0176646667 0.0589798773 0.7382718948 0.4754874487
-76.0176598392 0.0589798936 0.7382713438 0.4754559467
-76.0176055495 0.0589800686 0.7382694155 0.4754174635
-76.0175043571 0.0589803942 0.7382661835 0.4753753386
-76.0173589815 0.0589808617 0.7382617258 0.4753321462
-76.0171721241 0.0589814622 0.7382561197 0.4752895829
-76.0169463851 0.0589821876 0.7382494395 0.4752486413
-76.0166842289 0.0589830298 0.7382417552 0.4752098407
-76.0163879707 0.0589839815 0.7382331323 0.4751734069
-76.0160597749 0.0589850358 0.7382236317 0.4751393808
-76.0157016583 0.0589861860 0.7382133100 0.4751076830
-76.0153154977 0.0589874263 0.7382022196 0.4750781517
-76.0149030423 0.0589887510 0.7381904089 0.4750505702
-76.0144659268 0.0589901549 0.7381779230 0.4750246836
-76.0140056872 0.0589916330 0.7381648039 0.4750002115
-76.0135237775 0.0589931807 0.7381510913 0.4749768554
-76.0130215867 0.0589947936 0.7381368228 0.4749543033
-76.0125004570 0.0589964673 0.7381220345 0.4749322338
-76.0119617021 0.0589981975 0.7381067618 0.4749103156
-76.0114066257 0.0589999803 0.7380910394 0.4748882094
-76.0108365416 0.0590018112 0.7380749026 0.4748655674
-76.0102527921 0.0590036861 0.7380583872 0.4748420309
-76.0096567693 0.0590056005 0.7380415306 0.4748172315
-76.0090499353 0.0590075496 0.7380243720 0.4747907875
-76.0084338437 0.0590095285 0.7380069533 0.4747623027
-76.0078101617 0.0590115318 0.7379893198 0.4747313655
-76.0071806933 0.0590135538 0.7379715206 0.4746975454
-76.0065474032 0.0590155882 0.7379536096 0.4746603920
-76.0059124418 0.0590176279 0.7379356459 0.4746194343
-76.0052781714 0.0590196656 0.7379176950 0.4745741780
-76.0046471936 0.0590216927 0.7378998292 0.4745241069
-76.0040223785 0.0590237001 0.7378821290 0.4744686855
-76.0034068942 0.0590256776 0.7378646831 0.4744073633
-76.0028042381 0.0590276139 0.7378475904 0.4743395887
-76.0022182698 0.0590294968 0.7378309600 0.4742648322
-76.0016532427 0.0590313123 0.7378149130 0.4741826289
-76.0011138372 0.0590330457 0.7377995827 0.4740926587
-76.0006051892 0.0590346802 0.7377851160 0.4739948868
-76.0001329142 0.0590361979 0.7377716740 0.4738898106
-75.9997031175 0.0590375792 0.7377594322 0.4737788883
-75.9993223729 0.0590388028 0.7377485800 0.4736652068
-75.9989976284 0.0590398465 0.7377393182 0.4735543302
-75.9987359275 0.0590406876 0.7377318503 0.4734546696
-75.9985437997 0.0590413051 0.7377263655 0.4733760079
-75.9984264014 0.0590416825 0.7377230132 0.4733261917
-75.9983868933 0.0590418094 0.7377218849 0.4733092280
-76.0171374232 0.0589815666 0.7382588207 0.4755031958
-76.0172028109 0.0589813571 0.7382604344 0.4755107304
-76.0172576769 0.0589811815 0.7382616714 0.4755123554
-76.0172663879 0.0589811542 0.7382616046 0.4755022859
-76.0172234422 0.0589812926 0.7382600926 0.4754795793
-76.0171293631 0.0589815952 0.7382571531 0.4754464238
-76.0169862508 0.0589820552 0.7382528470 0.4754062604
-76.0167967424 0.0589826641 0.7382472500 0.4753624242
-76.0165636367 0.0589834130 0.7382404420 0.4753174843
-76.0162897165 0.0589842929 0.7382325026 0.4752731327
-76.0159776659 0.0589852952 0.7382235080 0.4752303561
-76.0156300358 0.0589864117 0.7382135305 0.4751896682
-76.0152492319 0.0589876347 0.7382026380 0.4751512885
-76.0148375124 0.0589889569 0.7381908939 0.4751152511
-76.0143969917 0.0589903717 0.7381783573 0.4750814691
-76.0139296494 0.0589918725 0.7381650834 0.4750497729
-76.0134373420 0.0589934535 0.7381511233 0.4750199372
-76.0129218170 0.0589951091 0.7381365253 0.4749916975
-76.0123847297 0.0589968339 0.7381213346 0.4749647634
-76.0118276593 0.0589986229 0.7381055942 0.4749388251
-76.0112521278 0.0590004713 0.7380893454 0.4749135587
-76.0106596182 0.0590023742 0.7380726281 0.4748886296
-76.0100515933 0.0590043269 0.7380554818 0.4748636920
-76.0094295160 0.0590063249 0.7380379457 0.4748383915
-76.0087948688 0.0590083632 0.7380200597 0.4748123631
-76.0081491746 0.0590104371 0.7380018648 0.4747852301
-76.0074940179 0.0590125415 0.7379834036 0.4747566042
-76.0068310664 0.0590146710 0.7379647213 0.4747260827
-76.0061620938 0.0590168198 0.7379458660 0.4746932465
-76.0054890032 0.0590189820 0.7379268896 0.4746576599
-76.0048138511 0.0590211509 0.7379078486 0.4746188667
-76.0041388731 0.0590233193 0.7378888044 0.4745763902
-76.0034665101 0.0590254794 0.7378698246 0.4745297323
-76.0027994364 0.0590276226 0.7378509838 0.4744783726
-76.0021405882 0.0590297394 0.7378323640 0.4744217715
-76.0014931942 0.0590318196 0.7378140558 0.4743593766
-76.0008608069 0.0590338516 0.7377961594 0.4742906333
-76.0002473349 0.0590358229 0.7377787855 0.4742150097
-75.9996570758 0.0590377196 0.7377620562 0.4741320400
-75.9990947478 0.0590395267 0.7377461060 0.4740414014
-75.9985655203 0.0590412275 0.7377310827 0.4739430570
-75.9980750366 0.0590428039 0.7377171481 0.4738375024
-75.9976294242 0.0590442360 0.7377044784 0.4737261900
-75.9972352750 0.0590455029 0.7376932636 0.4736122026
-75.9968995495 0.0590465819 0.7376837046 0.4735010938
-75.9966293002 0.0590474506 0.7376760055 0.4734012641
-75.9964310623 0.0590480878 0.7376703553 0.4733224867
-75.9963099960 0.0590484769 0.7376669037 0.4732726015
-75.9962692643 0.0590486078 0.7376657423 0.4732556162
-76.0171374232 0.0589815666 0.7382588207 0.4755031958
-76.0172028109 0.0589813571 0.7382604344 0.4755107304
-76.0172576769 0.0589811815 0.7382616714 0.4755123554
-76.0172663879 0.0589811542 0.7382616046 0.4755022859
-76.0172234422 0.0589812926 0.7382600926 0.4754795793
-76.0171293631 0.0589815952 0.7382571531 0.4754464238
-76.0169862508 0.0589820552 0.7382528470 0.4754062604
-76.0167967424 0.0589826641 0.7382472500 0.4753624242
-76.0165636367 0.0589834130 0.7382404420 0.4753174843
-76.0162897165 0.0589842929 0.7382325026 0.4752731327
-76.0159776659 0.0589852952 0.7382235080 0.4752303561
-76.0156300358 0.0589864117 0.7382135305 0.4751896682
-76.0152492319 0.0589876347 0.7382026380 0.4751512885
-76.0148375124 0.0589889569 0.7381908939 0.4751152511
-76.0143969917 0.0589903717 0.7381783573 0.4750814691
-76.0139296494 0.0589918725 0.7381650834 0.4750497729
-76.0134373420 0.0589934535 0.7381511233 0.4750199372
-76.0129218170 0.0589951091 0.7381365253 0.4749916975
-76.0123847297 0.0589968339 0.7381213346 0.4749647634
-76.0118276593 0.0589986229 0.7381055942 0.4749388251
-76.0112521278 0.0590004713 0.7380893454 0.4749135587
-76.0106596182 0.0590023742 0.7380726281 0.4748886296
-76.0100515933 0.0590043269 0.7380554818 0.4748636920
-76.0094295160 0.0590063249 0.7380379457 0.4748383915
-76.0087948688 0.0590083632 0.7380200597 0.4748123631
-76.0081491746 0.0590104371 0.7380018648 0.4747852301
-76.0074940179 0.0590125415 0.7379834036 0.4747566042
-76.0068310664 0.0590146710 0.7379647213 0.4747260827
-76.0061620938 0.0590168198 0.7379458660 0.4746932465
-76.0054890032 0.0590189820 0.7379268896 0.4746576599
-76.0048138511 0.0590211509 0.7379078486 0.4746188667
-76.0041388731 0.0590233193 0.7378888044 0.4745763902
-76.0034665101 0.0590254794 0.7378698246 0.4745297323
-76.0027994364 0.0590276226 0.7378509838 0.4744783726
-76.0021405882 0.0590297394 0.7378323640 0.4744217715
-76.0014931942 0.0590318196 0.7378140558 0.4743593766
-76.0008608069 0.0590338516 0.7377961594 0.4742906333
-76.0002473349 0.0590358229 0.7377787855 0.4742150097
